id,track_name,artists,album_name,external_url,preview_url,release_date
2QdVcmVPIxW826rRJDf58l,Face To Face,Ruel,Free Time,https://open.spotify.com/track/2QdVcmVPIxW826rRJDf58l,,2019-09-13
2rjjNUYONZqC7wSd1i6OFq,Good as Hell (feat. Ariana Grande),Lizzo,Cuz I Love You (Super Deluxe),https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq,,2019-04-17
5xkTOC5NHPfUmrBCIrSTJX,She's Mine,Kip Moore,She's Mine,https://open.spotify.com/track/5xkTOC5NHPfUmrBCIrSTJX,,2019-08-09
6HjF1gzVEZMb4GplnGl9B3,"10,000 Hours (with Justin Bieber) - Piano",Dan + Shay,"10,000 Hours (with Justin Bieber) [Piano]",https://open.spotify.com/track/6HjF1gzVEZMb4GplnGl9B3,,2019-11-27
1ytCra0qH6gcHnCVQwREvu,homecoming queen?,Kelsea Ballerini,kelsea,https://open.spotify.com/track/1ytCra0qH6gcHnCVQwREvu,,2020-03-20
5Ncjypx5upZS5ZZTaqUzIf,Honsool,Agust D,D-2,https://open.spotify.com/track/5Ncjypx5upZS5ZZTaqUzIf,,2020-05-22
2v08cjj3Th8RpfJgluECcj,Happy Does,Kenny Chesney,Here And Now,https://open.spotify.com/track/2v08cjj3Th8RpfJgluECcj,,2020-05-01
1DVWkJEjgVStgU2EbR9vpz,Sad Forever,Lauv,~how i'm feeling~,https://open.spotify.com/track/1DVWkJEjgVStgU2EbR9vpz,,2020-03-06
52zq2a71SGs3f1vJuv59ui,Como Llora,Juanfran,Como Llora,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui,,2020-02-07
2jLDRXGpa9yJ9fuhySSV8P,2020 Riots: How Many Times,Trey Songz,2020 Riots: How Many Times,https://open.spotify.com/track/2jLDRXGpa9yJ9fuhySSV8P,,2020-06-05
1P7tiVl5hgemZuH8oNyP6C,midnight love,girl in red,midnight love,https://open.spotify.com/track/1P7tiVl5hgemZuH8oNyP6C,,2020-04-14
4AhAT2GxKdNYWc5bmdoAES,Copy Cat (feat. Tierra Whack),Melanie Martinez,Copy Cat (feat. Tierra Whack),https://open.spotify.com/track/4AhAT2GxKdNYWc5bmdoAES,,2020-02-10
1n4vgMWmmNlXrvyxQFhUEl,If You’re Too Shy (Let Me Know),The 1975,If You’re Too Shy (Let Me Know),https://open.spotify.com/track/1n4vgMWmmNlXrvyxQFhUEl,,2020-04-23
7iG6aXHLFg9tBzP6OIyuJa,Shimmy,Aminé,Shimmy,https://open.spotify.com/track/7iG6aXHLFg9tBzP6OIyuJa,,2020-02-26
6LPyrK9k9oJquPBaH2I2Hu,Money Talk (feat. YoungBoy Never Broke Again),Rich The Kid,BOSS MAN,https://open.spotify.com/track/6LPyrK9k9oJquPBaH2I2Hu,,2020-04-01
24aN8j7dBw0FxxKUBlCtd6,Hold Me Close (feat. Ella Henderson),Sam Feldt,Hold Me Close (feat. Ella Henderson),https://open.spotify.com/track/24aN8j7dBw0FxxKUBlCtd6,,2020-03-27
1tF7RL54zjHSy0N2qEQLDY,"I miss you, I’m sorry",Gracie Abrams,"I miss you, I’m sorry",https://open.spotify.com/track/1tF7RL54zjHSy0N2qEQLDY,,2020-04-08
2twKCCzVkqTr7MKEbv3tcj,Still Softish,Josh Richards,Still Softish,https://open.spotify.com/track/2twKCCzVkqTr7MKEbv3tcj,,2020-03-20
5MvCurNMpM3WCCSs40cd37,,,,https://open.spotify.com/track/5MvCurNMpM3WCCSs40cd37,,0000
2sGF7DBXvL2GjkbG606m1G,No Judgement,Niall Horan,Heartbreak Weather,https://open.spotify.com/track/2sGF7DBXvL2GjkbG606m1G,,2020-03-13
2n5tZGBgPZ4qeQH7UcTJgN,Wetty,Fivio Foreign,Wetty,https://open.spotify.com/track/2n5tZGBgPZ4qeQH7UcTJgN,,2020-03-27
1p1b9LdLJ0REuFJX9mYtFX,1985,Freddie Gibbs,Alfredo,https://open.spotify.com/track/1p1b9LdLJ0REuFJX9mYtFX,,2020-05-29
3o1CUVeHIid49sabk6A6Nf,Forever Yours - Avicii Tribute,Kygo,Forever Yours (Avicii Tribute),https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf,,2020-01-24
3U62bHMhP7bKAFYMkn3fNx,Off the Grid (feat. Khalid),Alina Baraz,It Was Divine,https://open.spotify.com/track/3U62bHMhP7bKAFYMkn3fNx,,2020-04-24
2t0wwvR15fc3K1ey8OiOaN,Selfless,The Strokes,The New Abnormal,https://open.spotify.com/track/2t0wwvR15fc3K1ey8OiOaN,,2020-04-10
69fnnbeoZO9h16CUZGIbTG,Revenge,Joyner Lucas,ADHD,https://open.spotify.com/track/69fnnbeoZO9h16CUZGIbTG,,2020-03-27
1Su3XqfcHVhDyeqXKBgGHe,That's Tuff (feat. Quavo),Rich The Kid,BOSS MAN,https://open.spotify.com/track/1Su3XqfcHVhDyeqXKBgGHe,,2020-04-01
3Naa5mKj5pbrNGyHsE04zo,The Less I Know The Better,Tame Impala,Music For Work,https://open.spotify.com/track/3Naa5mKj5pbrNGyHsE04zo,,2020-06-12
1NzRZ7AosK7ZDumMsZYofo,Just Friends,Audrey Mika,Just Friends,https://open.spotify.com/track/1NzRZ7AosK7ZDumMsZYofo,,2020-05-08
1kKYjjfNYxE0YYgLa7vgVY,Higher Love,Kygo,Golden Hour,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY,,2020-05-29
7E91ECLi2J4L21tEX0RBHn,Cruel Intentions,Delacey,Cruel Intentions,https://open.spotify.com/track/7E91ECLi2J4L21tEX0RBHn,,2020-02-28
7egu63DOhNpivWOpGtzqGS,Lamb's Wool,Foster The People,Lamb's Wool,https://open.spotify.com/track/7egu63DOhNpivWOpGtzqGS,,2020-05-22
2DmRXiyn03tOqKgEJXlaiJ,Oh my god,i-dle,I trust,https://open.spotify.com/track/2DmRXiyn03tOqKgEJXlaiJ,,2020-04-06
5poUJOhLyalGkUedn3ggeX,Bandido,Anuel AA,Emmanuel,https://open.spotify.com/track/5poUJOhLyalGkUedn3ggeX,,2020-05-29
5JY9u3KjWIGL188kp59Ktn,Blá blá blá - Extended Remix,Anitta,Modern Bangers,https://open.spotify.com/track/5JY9u3KjWIGL188kp59Ktn,,2020-06-12
1d2eMMrAuIsw85u3YklKoc,Toosie Slide,Drake,Toosie Slide,https://open.spotify.com/track/1d2eMMrAuIsw85u3YklKoc,,2020-04-02
1OfLNb6dQ9dra1B58iT9Ex,3am,Halsey,Manic,https://open.spotify.com/track/1OfLNb6dQ9dra1B58iT9Ex,,2020-01-17
1tuXOJYN6CkgubpifHEm96,I'll Wait,Kygo,Golden Hour,https://open.spotify.com/track/1tuXOJYN6CkgubpifHEm96,,2020-05-29
2W9uAM0aMsZVxf3iU287sc,I-10 Baby,YoungBoy Never Broke Again,38 Baby 2,https://open.spotify.com/track/2W9uAM0aMsZVxf3iU287sc,,2020-04-24
3wS2dXzQw58b1e3AR8YStR,Interlude : Set me free,Agust D,D-2,https://open.spotify.com/track/3wS2dXzQw58b1e3AR8YStR,,2020-05-22
0BLnBgQf8xmFN2qsxF16hy,Enamórate De Alguien Más,Morat,LATINO TOP 50,https://open.spotify.com/track/0BLnBgQf8xmFN2qsxF16hy,,2020-06-05
7hY1S4SKti3cGz0rGYmT5A,Omae Wa Mou - Tiny Little Adiantum Remix,deadman 死人,Omae Wa Mou (Tiny Little Adiantum Remix),https://open.spotify.com/track/7hY1S4SKti3cGz0rGYmT5A,,2020-02-21
3YV7XXT0lAlY4wACbw3HDZ,Cómo Te Atreves,Morat,Amor y Pop,https://open.spotify.com/track/3YV7XXT0lAlY4wACbw3HDZ,,2020-06-12
4AUgtXs2HmOXrw0ROxQM8l,Besos En Guerra,Morat,Pasión por el Latineo,https://open.spotify.com/track/4AUgtXs2HmOXrw0ROxQM8l,,2020-06-05
6O2U51Vmd9Mp6CiPhHFOPo,Enamórate De Alguien Más,Morat,Pasión por los Grupos,https://open.spotify.com/track/6O2U51Vmd9Mp6CiPhHFOPo,,2020-06-05
6tn73Cd0SlsHat1VjMsf3j,En Un Sólo Dia - Versión Acústica,Morat,Suena Pop Clásico,https://open.spotify.com/track/6tn73Cd0SlsHat1VjMsf3j,,2020-06-12
5SenNS7C7ULDyCJD3lJeki,07 Britney,Chelsea Collins,07 Britney,https://open.spotify.com/track/5SenNS7C7ULDyCJD3lJeki,,2020-05-08
0LVaWrTztFOuN7g7gcyLs8,Luv Is Art (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,Artist 2.0,https://open.spotify.com/track/0LVaWrTztFOuN7g7gcyLs8,,2020-02-14
54JD6jMGpa3tLAgkSYdLwf,The Way,Trippie Redd,The Way (feat. Russ),https://open.spotify.com/track/54JD6jMGpa3tLAgkSYdLwf,,2020-02-19
5379uuUPHodsdVhy8pIAAr,Locura,Cali Y El Dandee,Colegio,https://open.spotify.com/track/5379uuUPHodsdVhy8pIAAr,,2020-05-07
3Qa944OTMZkg8DHjET8JQv,Woods,Mac Miller,Circles,https://open.spotify.com/track/3Qa944OTMZkg8DHjET8JQv,,2020-01-17
1mMvahhW2Oz9waG8UTQnI4,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Galantis,Church,https://open.spotify.com/track/1mMvahhW2Oz9waG8UTQnI4,,2020-02-07
7ccTcabbJlCJiIqtrSSwBk,Premonition - Intro,Eminem,Music To Be Murdered By,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk,,2020-01-17
7yT4hFhyGmswCEBLZeat9P,River Of Tears,Alessia Cara,Heartbreak Tunes,https://open.spotify.com/track/7yT4hFhyGmswCEBLZeat9P,,2020-06-12
2DiybJZJGXyV1UYmngo3eq,Yoga,645AR,Yoga,https://open.spotify.com/track/2DiybJZJGXyV1UYmngo3eq,,2020-04-03
5YEAvnL3klXUE7etBXvMlp,RIP Lil Phat,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",https://open.spotify.com/track/5YEAvnL3klXUE7etBXvMlp,,2020-02-21
464uJVLmr0fDJGXOnciaDe,Rosa,J Balvin,Colores,https://open.spotify.com/track/464uJVLmr0fDJGXOnciaDe,,2020-03-19
6vXJljkoTUWjPXFRfuBbgZ,Bout My Business (feat. Sherhonda Gaulden),YoungBoy Never Broke Again,38 Baby 2,https://open.spotify.com/track/6vXJljkoTUWjPXFRfuBbgZ,,2020-04-24
2ohzw5onoEVNwKqxFS0FYP,Girls Need Love,Summer Walker,Music is Universal: PRIDE by Toni Braxton,https://open.spotify.com/track/2ohzw5onoEVNwKqxFS0FYP,,2020-06-16
35mZ6aFwIsgHEhPLmhf4UK,GO (feat. Juice WRLD),The Kid LAROI,GO (feat. Juice WRLD),https://open.spotify.com/track/35mZ6aFwIsgHEhPLmhf4UK,,2020-06-10
7Dj2wqPYXfSRFwa6qyOztr,In Too Deep,Eminem,Music To Be Murdered By,https://open.spotify.com/track/7Dj2wqPYXfSRFwa6qyOztr,,2020-01-17
5Yc2A0YtK6PaXT8J1MQ0Rd,"Just for a Moment - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,"Just for a Moment (From ""High School Musical: The Musical: The Series"")",https://open.spotify.com/track/5Yc2A0YtK6PaXT8J1MQ0Rd,,2020-01-01
7GGlr1GkWjre2lo69N0rVk,COFFEE,Kelly Rowland,COFFEE,https://open.spotify.com/track/7GGlr1GkWjre2lo69N0rVk,,2020-04-17
6RbH4isVKIOg1OY1HvRqFc,LOYAL (feat. Drake and Bad Bunny) - Remix,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) [Remix],https://open.spotify.com/track/6RbH4isVKIOg1OY1HvRqFc,,2020-02-07
5B47BFhAuIzJ6ZwxZPVI1i,I Remember,Rod Wave,Pray 4 Love,https://open.spotify.com/track/5B47BFhAuIzJ6ZwxZPVI1i,,2020-04-03
6biq5BjD7UAXpefEgDVbp5,Closer To You,Carly Pearce,Carly Pearce,https://open.spotify.com/track/6biq5BjD7UAXpefEgDVbp5,,2020-02-14
0oB9964bp22Bmok0Dmxlzb,Lay Your Head On Me (feat. Marcus Mumford),Major Lazer,Lay Your Head On Me (feat. Marcus Mumford),https://open.spotify.com/track/0oB9964bp22Bmok0Dmxlzb,,2020-03-26
2twGKYnxAYNRQ9z9F3sQ4o,Win Your Love,YoungBoy Never Broke Again,38 Baby 2,https://open.spotify.com/track/2twGKYnxAYNRQ9z9F3sQ4o,,2020-04-24
2ZSHH750nQpUVHjoe3iu2U,Fuego Del Calor (feat. Ozuna & Tyga),Scott Storch,Fuego Del Calor (feat. Ozuna & Tyga),https://open.spotify.com/track/2ZSHH750nQpUVHjoe3iu2U,,2020-05-29
36EQeUxiJibZQ0WLICBZua,Catorce de Febrero,Eslabon Armado,Tu Veneno Mortal,https://open.spotify.com/track/36EQeUxiJibZQ0WLICBZua,,2020-04-06
3862MQcbNmghGJDfk8cOJi,U 2 Luv,Ne-Yo,U 2 Luv,https://open.spotify.com/track/3862MQcbNmghGJDfk8cOJi,,2020-05-29
0wsfdPl7p3yKjQBmHQsaDn,Worry About Me (feat. blackbear),Ellie Goulding,Worry About Me (feat. blackbear),https://open.spotify.com/track/0wsfdPl7p3yKjQBmHQsaDn,,2020-03-13
4kuQJb8ghj6268fBTtB3bX,Ganas de Ti,Wisin & Yandel,Ganas de Ti,https://open.spotify.com/track/4kuQJb8ghj6268fBTtB3bX,,2020-02-27
1dccdhKRYUcjPVdMGjRQ1H,Tentacion,Eslabon Armado,Tu Veneno Mortal,https://open.spotify.com/track/1dccdhKRYUcjPVdMGjRQ1H,,2020-04-06
4gGIqmBDfECUFBOSYOoW3a,Follow,Kygo,Golden Hour,https://open.spotify.com/track/4gGIqmBDfECUFBOSYOoW3a,,2020-05-29
5jUvv1aTcNTgTOsAGlJojn,Homecoming,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,https://open.spotify.com/track/5jUvv1aTcNTgTOsAGlJojn,,2020-03-13
00okrW9OfjmG0PZJSY3fJd,Stay Away (feat. Machine Gun Kelly & Goody Grace),MOD SUN,Stay Away (feat. Machine Gun Kelly & Goody Grace),https://open.spotify.com/track/00okrW9OfjmG0PZJSY3fJd,,2020-04-24
2whSJ328GrNbPbXEHFiGiN,Daygo,KGodd,Daygo,https://open.spotify.com/track/2whSJ328GrNbPbXEHFiGiN,,2020-04-04
2mDYYGaGd9uXKkK2YhDA3i,Brooklyn Bridge To Chorus,The Strokes,The New Abnormal,https://open.spotify.com/track/2mDYYGaGd9uXKkK2YhDA3i,,2020-04-10
6MhVVeasbZIDjSPrguGLbQ,Misery Business,mgk,Misery Business,https://open.spotify.com/track/6MhVVeasbZIDjSPrguGLbQ,,2020-03-28
1cyAB7KGiNHIqY6A9SyFaU,Commercial (feat. Lil Uzi Vert),Lil Baby,My Turn (Deluxe),https://open.spotify.com/track/1cyAB7KGiNHIqY6A9SyFaU,,2020-05-01
7cDpMO5wuWgvv3j4INRBeB,Changes,Lauv,~how i'm feeling~,https://open.spotify.com/track/7cDpMO5wuWgvv3j4INRBeB,,2020-03-06
13QIjo2iGBgl56mNDjJOet,"I Choose - From The Netflix Original Film ""The Willoughbys""",Alessia Cara,I Choose (From The Netflix Original Film The Willoughbys),https://open.spotify.com/track/13QIjo2iGBgl56mNDjJOet,,2020-04-03
6sYThNCvel5hrSu6Cd5fv0,Don't Panic (feat. Sheff G),Sleepy Hallow,Sleepy Hallow Presents: Sleepy For President,https://open.spotify.com/track/6sYThNCvel5hrSu6Cd5fv0,,2020-06-05
6aIARN0We3Rf0O2n20J8hp,RNB (feat. Megan Thee Stallion),Young Dolph,RNB (feat. Megan Thee Stallion),https://open.spotify.com/track/6aIARN0We3Rf0O2n20J8hp,,2020-05-29
64YAQSR4jfmtHeJudcQix2,"Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)",Y2K,"Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)",https://open.spotify.com/track/64YAQSR4jfmtHeJudcQix2,,2020-04-15
3wN7Spu4tWhefB3LooMLys,Comeback (feat. Tory Lanez and 30 Roc),JoJo,good to know,https://open.spotify.com/track/3wN7Spu4tWhefB3LooMLys,,2020-05-01
5mhhIHsPJGqBMTRiFOtHDF,Venetia,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,https://open.spotify.com/track/5mhhIHsPJGqBMTRiFOtHDF,,2020-03-13
5QI8TzL0eOULZSwsr1FJzu,I Leave Again,Petit Biscuit,I Leave Again,https://open.spotify.com/track/5QI8TzL0eOULZSwsr1FJzu,,2020-05-20
35aju8GgJmbaMk9zmhNhg4,La Estoy Pasando Mal,Grupo Firme,La Estoy Pasando Mal,https://open.spotify.com/track/35aju8GgJmbaMk9zmhNhg4,,2020-01-11
4duqfee47U0bYpEGkIBp47,ooh la la (feat. Greg Nice & DJ Premier),Run The Jewels,ooh la la (feat. Greg Nice & DJ Premier),https://open.spotify.com/track/4duqfee47U0bYpEGkIBp47,,2020-03-25
2pFC6DEdMhxQWUTptwVyS4,Frank Lucas (feat. Benny the Butcher),Freddie Gibbs,Alfredo,https://open.spotify.com/track/2pFC6DEdMhxQWUTptwVyS4,,2020-05-29
2wsA4fEHE7ig1B8TyGkZ12,How I Was Raised,Trippie Redd,A Love Letter To You 4 (Deluxe),https://open.spotify.com/track/2wsA4fEHE7ig1B8TyGkZ12,,2020-02-21
7v4wYRh7jlMC6vpNKkaLwv,Ballin',Rvshvd,Ballin',https://open.spotify.com/track/7v4wYRh7jlMC6vpNKkaLwv,,2020-04-09
0vQcyuMEfRBd21ojZ62N2L,Boys Will Be Boys,Dua Lipa,Future Nostalgia,https://open.spotify.com/track/0vQcyuMEfRBd21ojZ62N2L,,2020-03-27
2WzUy86kPLYRLRwLtinZ1x,Rifles Rusos,Anuel AA,Emmanuel,https://open.spotify.com/track/2WzUy86kPLYRLRwLtinZ1x,,2020-05-29
3ekxXNSH4mgUnMprSnopls,SHUT UP,DaBaby,SHUT UP,https://open.spotify.com/track/3ekxXNSH4mgUnMprSnopls,,2020-02-06
6VOq2z5qEUPNFXEz1qACSl,JoJo Pose,Apollo Fresh,JoJo Pose,https://open.spotify.com/track/6VOq2z5qEUPNFXEz1qACSl,,2020-01-13
3EATISg39vr81RXoosDtil,Split It (feat. Moneybagg Yo),Doe Boy,Split It (feat. Moneybagg Yo),https://open.spotify.com/track/3EATISg39vr81RXoosDtil,,2020-05-01
558ubozatFQlweufvHa3Ip,It Might Be Time,Tame Impala,The Slow Rush,https://open.spotify.com/track/558ubozatFQlweufvHa3Ip,,2020-02-14
75nKBP8jQu681pTNCtrEnn,Running Over (feat. Lil Dicky),Justin Bieber,Changes,https://open.spotify.com/track/75nKBP8jQu681pTNCtrEnn,,2020-02-14
1b6tPXXCV2fSNtR3SKWUQA,Available,Justin Bieber,Changes,https://open.spotify.com/track/1b6tPXXCV2fSNtR3SKWUQA,,2020-02-14
5PvVkf1Yuq3XyMqqjPiKPd,Been Away,Brent Faiyaz,Fuck The World,https://open.spotify.com/track/5PvVkf1Yuq3XyMqqjPiKPd,,2020-02-07
0u4dw7TujMZivFm9FyaIfu,Jealous,Lennon Stella,Three. Two. One.,https://open.spotify.com/track/0u4dw7TujMZivFm9FyaIfu,,2020-04-24
6AY9Mxk7ISICDAUwbztVmG,Y Como Es El - Balada/ Mariachi,Los Fugitivos,Mil Fantasias,https://open.spotify.com/track/6AY9Mxk7ISICDAUwbztVmG,,2000-06-27
6OE9S6XF0U1lNfeaUNSjYl,The 6th Sense,Common,Like Water For Chocolate,https://open.spotify.com/track/6OE9S6XF0U1lNfeaUNSjYl,,2000-01-01
7KwNvJeLjjfcrggFDqnb2m,Baby Blue Sedan,Modest Mouse,Building Nothing out of Something,https://open.spotify.com/track/7KwNvJeLjjfcrggFDqnb2m,,2000-01-18
5oG4GkFukkeFvxTlu4MoMp,Somos novios (feat. Lolita),Armando Manzanero,Duetos lo mejor de Armando Manzanero,https://open.spotify.com/track/5oG4GkFukkeFvxTlu4MoMp,,2000-11-17
4G6ra5sanRGP2PWNw0FESC,Terrapin,Bonobo,Animal Magic,https://open.spotify.com/track/4G6ra5sanRGP2PWNw0FESC,,2000-07-25
0Mg6Z3OP9fwIEPWHXsnufL,Electricity,The Avalanches,Since I Left You,https://open.spotify.com/track/0Mg6Z3OP9fwIEPWHXsnufL,,2000-01-01
0osyPhZsaMy7AlYNajBMBq,Aaron's Party (Come Get It),Aaron Carter,Come Get It: The Very Best Of Aaron Carter,https://open.spotify.com/track/0osyPhZsaMy7AlYNajBMBq,,2006-01-17
1nwynMID6GR8sZ37l1Fp0N,Donald and Lydia,John Prine,Souvenirs,https://open.spotify.com/track/1nwynMID6GR8sZ37l1Fp0N,,2000-10-31
5ByvJeBlrYISiwy7AVEAmP,Paris,La Oreja de Van Gogh,El Viaje de Copperpot,https://open.spotify.com/track/5ByvJeBlrYISiwy7AVEAmP,,2000-09-07
5ohbRQ21LhDRHalhZFr3SS,F*** You,The LOX,We Are The Streets,https://open.spotify.com/track/5ohbRQ21LhDRHalhZFr3SS,,2000-01-01
68tZwwRuo9ip5gRQFG1XWF,開始懂了,Stefanie Sun,我要的幸福,https://open.spotify.com/track/68tZwwRuo9ip5gRQFG1XWF,,2000
5x76lCQrNalQAsvfqWy1Yq,"Violin Concerto in A Minor, BWV 1041: II. Andante",Johann Sebastian Bach,"Bach, J.S.: Violin Concertos, Bwv 1041-1043 and Bwv 1052",https://open.spotify.com/track/5x76lCQrNalQAsvfqWy1Yq,,2000-04-20
7EjYsbL3cJ2CPzpOISs1jg,A.D. 2000,Erykah Badu,Mama's Gun,https://open.spotify.com/track/7EjYsbL3cJ2CPzpOISs1jg,,2000-10-31
1kuX1tb3QUKAalYEc4ai5t,You Make Me Feel Like Dancing - Remastered,Leo Sayer,Very Best Of Leo Sayer,https://open.spotify.com/track/1kuX1tb3QUKAalYEc4ai5t,,2000-02-15
2l0jvrJplQPD7RaeGqYNCV,Hanggang Ngayon,Kyla,Way to Your Heart,https://open.spotify.com/track/2l0jvrJplQPD7RaeGqYNCV,,2000-01-01
2ncrGS1OzFtPFQMm1jpuyt,Voy Pa' lla,Anthony Santos,Frente a Frente: Dos Estrellas en Uno,https://open.spotify.com/track/2ncrGS1OzFtPFQMm1jpuyt,,2000-05-16
40G5sjVX47PG8LMMigxyJH,Los Amantes,Pancho Barraza,Sinvergüenza Y Mujeriego,https://open.spotify.com/track/40G5sjVX47PG8LMMigxyJH,,2000-11-27
4jBkRRscUmbKtUbngf2WQf,Te Voy a Hacer Feliz,Mariano Civico,De Costa a Costa,https://open.spotify.com/track/4jBkRRscUmbKtUbngf2WQf,,2000-06-07
6JPfz2RTDVYqNxMcXSwQWZ,Kathy's Song (Time After Time),Eva Cassidy,Time After Time,https://open.spotify.com/track/6JPfz2RTDVYqNxMcXSwQWZ,,2000-06-20
2j0vCRV8XySsYHDYasQwbi,Lo Haré Por Ti,Paulina Rubio,Paulina,https://open.spotify.com/track/2j0vCRV8XySsYHDYasQwbi,,2000-01-01
4Nngx0azfbJibdS5oT3dG8,Penitentiary Philosophy,Erykah Badu,Mama's Gun,https://open.spotify.com/track/4Nngx0azfbJibdS5oT3dG8,,2000-10-31
1Fo98RNzO78WnMtkZKZXMW,Mood Indigo - 1990 Remaster,Louis Armstrong,The Great Summit - The Complete Sessions-Deluxe Edition,https://open.spotify.com/track/1Fo98RNzO78WnMtkZKZXMW,,2000-07-06
20QoUUjUE4MW8eWCSeUGhX,Just Got Wicked,Cold,13 Ways To Bleed Onstage,https://open.spotify.com/track/20QoUUjUE4MW8eWCSeUGhX,,2000-01-01
4PXiXGTH9vLge5hyZ5LTrQ,Stare Too Long,Corrosion Of Conformity	,America's Volume Dealer (Bonus Tracks Edition),https://open.spotify.com/track/4PXiXGTH9vLge5hyZ5LTrQ,,2000-10-23
0dYaZeUGUgjmRnjyvR1RWg,"Symphony No. 3 in A Minor, Op. 56, MWV N 18 ""Scottish"": 4. Allegro vivacissimo - Allegro maestoso assai",Felix Mendelssohn,Mendelssohn: Symphony No.3; A Midsummer Night's Dream,https://open.spotify.com/track/0dYaZeUGUgjmRnjyvR1RWg,,2000-01-01
5hJ4a9b026ar6tkYzFL6j3,The Sweetest Gift,Sade,Lovers Rock,https://open.spotify.com/track/5hJ4a9b026ar6tkYzFL6j3,,2000-11-07
4EQ0dK6Sg7v685NGrQvuki,Left And Right,D'Angelo,Voodoo,https://open.spotify.com/track/4EQ0dK6Sg7v685NGrQvuki,,2000-01-01
4HEjOCSLPqqaz5j0eq9dVX,Wild Out,The LOX,We Are The Streets,https://open.spotify.com/track/4HEjOCSLPqqaz5j0eq9dVX,,2000-01-01
6XGVwHELAvx2LYv3uAH7DV,Juventud,Los Ángeles Azules,Confesiones De Amor,https://open.spotify.com/track/6XGVwHELAvx2LYv3uAH7DV,,2000-01-01
6z5Pd7UoLA6e1AlHYeVzqA,Petite suite en 15 images: Berceuse aux etoiles (Lullaby under the Stars),Jacques Ibert,Ibert: Piano Music (Complete),https://open.spotify.com/track/6z5Pd7UoLA6e1AlHYeVzqA,,2000-04-13
3ymnZPNtv3Lm0wD0H4XTjx,Oye Mi Cumbia,Los Ángeles Azules,Confesiones De Amor,https://open.spotify.com/track/3ymnZPNtv3Lm0wD0H4XTjx,,2000-01-01
2wdzfO6ZLUt9T1uMTa4lga,Booty,Erykah Badu,Mama's Gun,https://open.spotify.com/track/2wdzfO6ZLUt9T1uMTa4lga,,2000-10-31
3aZPzF7Sr0zy3K0EkKyEzk,It Ain't Over 'Til It's Over,Lenny Kravitz,Greatest Hits,https://open.spotify.com/track/3aZPzF7Sr0zy3K0EkKyEzk,,2000
2eTAQgPEj94IKzBfKFnESm,Sister Christian,Night Ranger,20th Century Masters: The Millennium Collection: Best Of Night Ranger,https://open.spotify.com/track/2eTAQgPEj94IKzBfKFnESm,,2000-01-01
493CPxYEHHzXeSdnp8Ul73,Cold as Ice,M.O.P.,Warriorz,https://open.spotify.com/track/493CPxYEHHzXeSdnp8Ul73,,2000-08-29
7KMa16GMB7qrvaYHVOZWg8,The Boss,Diana Ross,20th Century Masters: The Millennium Collection: Best of Diana Ross,https://open.spotify.com/track/7KMa16GMB7qrvaYHVOZWg8,,2000-01-01
5xobZ9qwDvSOWCiw2pJtjb,Fuckin' In The Bushes,Oasis,Standing On The Shoulder Of Giants,https://open.spotify.com/track/5xobZ9qwDvSOWCiw2pJtjb,,2000-02-28
5IA5CSNHSFqzd2OsWyEGDa,Que Sepan Todos,Pepe Aguilar,Lo Grande De Los Grandes,https://open.spotify.com/track/5IA5CSNHSFqzd2OsWyEGDa,,2000-07-18
7tPKLyVCht1WMkPtp1HyPh,And I Love You So,Don McLean,The Very Best Of Don McLean,https://open.spotify.com/track/7tPKLyVCht1WMkPtp1HyPh,,2000-01-01
1woNBYgY4IComLtG2poiAX,La Noche (La Notte),Yoskar Sarante,Llora Alma Mia,https://open.spotify.com/track/1woNBYgY4IComLtG2poiAX,,2000
67OTvR4W0NFEWLrQRL2QGw,Sick Cycle Carousel,Lifehouse,No Name Face,https://open.spotify.com/track/67OTvR4W0NFEWLrQRL2QGw,,2000
3253prbfEMwMJUKxKvlSBI,He perdido contigo,Omara Portuondo,Omara Portuondo (Buena Vista Social Club Presents),https://open.spotify.com/track/3253prbfEMwMJUKxKvlSBI,,2000-04-17
3t3c70vtCfM9PwBjy4v4XH,Lonesome Valley,The Fairfield Four,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",https://open.spotify.com/track/3t3c70vtCfM9PwBjy4v4XH,,2000-12-05
4iqH98UJzbmo9CnrjTxBSJ,The Crawdad Song,Doc Watson,Songs for Little Pickers,https://open.spotify.com/track/4iqH98UJzbmo9CnrjTxBSJ,,2000-04-05
